Chr,Start,End,Strand,Gene_ID
3,262023861,262026148,-,107862051
3,262086724,262088604,-,107862053
3,262089553,262096046,+,107862054
3,262098458,262106099,+,107862057
3,262106666,262112814,+,107862058
3,262113202,262118448,-,107862059
3,262133056,262135114,+,107862060
3,262135503,262139901,-,107862061
3,262156475,262161356,+,107862062
3,262161905,262167557,-,107862063
3,262171501,262174614,+,107862065
3,262174635,262193206,-,107862064
3,262202482,262205355,-,107862067
3,262208805,262215119,+,107862068
3,262215494,262220515,-,107862069
3,262223124,262231553,-,107862070
3,262252693,262255286,-,107865860
3,262294720,262299417,+,107862071
3,262300106,262302911,-,107862073
3,262305124,262306552,+,107862074
3,262314524,262317862,-,124897226
3,262329248,262339755,-,107862075
3,262342112,262344341,-,107862077
3,262344847,262348973,-,107862076
3,262375063,262378457,-,107862078
3,262414097,262417804,+,107862079
3,262428355,262433299,+,107864756
3,262488741,262489615,-,124896912
3,262509595,262514078,+,107862080
3,262520964,262527082,-,107862081
3,262534215,262535958,-,107865861
3,262564440,262575863,+,107862084
3,262578010,262582175,+,107862085
3,262582560,262591142,-,107862086
3,262593179,262603050,-,107862087
3,262640724,262647387,+,107862088
3,262649811,262656686,-,107865863
3,262657192,262659985,-,107862089
3,262665528,262678899,-,107862090
3,262681330,262689219,-,107862092
3,262697628,262704242,-,107862094
3,262727246,262729301,-,107862096
3,262759444,262761740,-,107862097
3,262762739,262764210,-,107865864
3,262783940,262793537,+,107862099
3,262793514,262795443,-,107862098
3,262800412,262805289,-,107862100
3,262811955,262814264,-,107865865
3,262816034,262820375,+,107862102
3,262821087,262822649,+,107862103
3,262830067,262831533,+,107862104
3,262831987,262835995,-,107862105
3,262869347,262875600,+,107862111
3,262884354,262888024,-,107864759
3,262930458,262930988,-,107864764
3,262939316,262939846,-,107864763
3,263016417,263016947,-,107864762
3,263078152,263081774,+,107862106
3,263091301,263094049,+,107862109
3,263110498,263115391,+,107862108
3,263115568,263123558,-,107862107
3,263166430,263178577,+,107862113
3,263188228,263190434,-,107862115
3,263191583,263202516,-,107862114
3,263203618,263212469,-,107862117
3,263234423,263236439,+,107865866
3,263236829,263239719,-,107862118
3,263260976,263271918,-,107862120
3,263281097,263298385,+,107862121
3,263313159,263316596,+,107862123
3,263316830,263325111,-,107862122
3,263352338,263358143,+,107862124
3,263360465,263364379,-,107862125
3,263375295,263377466,+,107862126
3,263377711,263381863,-,107864766
3,263382002,263390040,-,107862127
3,263390452,263397835,-,107862129
3,263400926,263405595,-,107862130
3,263439288,263457503,-,107856844
3,263477768,263479785,-,107865868
3,263482515,263486592,+,107862143
3,263515878,263532341,-,107862142
3,263566928,263569339,-,107862139
3,263569451,263572074,+,107862138
3,263589511,263591797,+,107862137
3,263613322,263618961,+,107864767
3,263625559,263638161,+,107862134
3,263647777,263650938,+,107862133
3,263654830,263672299,-,107862132
3,263696813,263699800,+,107862131
3,263713217,263717163,+,107862213
3,263740556,263746021,+,107862214
3,263746686,263751356,+,107862215
3,263751937,263753998,+,107865892
3,263754325,263756235,-,107864792
3,263765435,263769214,+,107862217
3,263770198,263779182,-,107862218
3,263785363,263786776,-,107862219
3,263807421,263809171,-,107864793
3,263812592,263831993,+,107862220
3,263832672,263835596,+,107862221
3,263835868,263840885,-,107862223
3,263844577,263850728,+,107862224
3,263851316,263856346,-,107862225
3,263857545,263866185,+,107862226
3,263866367,263870639,-,107862227
3,263881418,263884502,+,107862228
3,263890456,263894848,+,107862230
3,263931411,263937917,-,124896913
3,263998054,264003883,+,107854150
3,264004363,264006312,-,107854151
3,264014797,264018469,-,107853951
3,264029493,264031679,+,107854470
3,264034088,264034597,+,124896914
3,264050225,264059150,+,107852642
3,264061068,264066772,+,107852644
3,264070598,264071537,+,124897236
3,264079018,264086294,-,124896915
3,264089062,264089585,+,124896916
3,264093317,264095581,+,107856491
3,264115035,264121911,+,107861922
3,264122231,264126841,-,107861920
3,264132862,264135963,+,107861919
3,264137325,264143201,-,107861918
3,264143839,264147699,-,107861917
3,264150363,264153156,-,107861916
3,264186759,264191759,+,107861914
3,264192782,264196397,+,107865838
3,264205303,264207479,-,107861913
3,264209954,264222221,+,107861912
3,264223188,264224724,-,107864738
3,264235331,264237113,-,107864737
3,264239738,264241834,-,107865836
3,264249171,264250205,+,124896917
3,264250650,264251282,+,107864736
3,264254639,264257818,-,107864735
3,264257948,264261836,-,107861911
3,264273348,264285078,-,107861910
3,264332647,264334409,+,107865834
3,264335965,264340138,-,107861909
3,264343340,264349585,-,107861908
3,264362508,264367153,-,107862198
3,264368609,264381282,-,107862199
3,264387291,264392712,+,107862200
3,264430616,264434039,+,107862201
3,264440481,264445525,+,107862202
3,264447181,264452040,+,107865888
3,264457535,264462017,-,107862203
3,264466156,264472470,-,107862204
3,264474849,264477470,-,107865889
3,264478513,264481348,-,107862205
3,264485787,264489088,+,107862206
3,264492813,264495292,-,107864788
3,264497605,264503686,+,107862207
3,264502127,264511197,-,107864791
3,264539881,264545257,+,107862208
3,264550801,264564757,+,107862210
3,264564300,264566281,+,107862211
3,264567514,264569322,+,107865891
3,264570133,264575093,+,107862212
3,264597039,264599391,-,107865886
3,264603718,264624957,+,107862197
3,264630164,264637655,-,107862196
3,264660075,264669001,+,107862195
3,264670003,264673694,-,107862193
3,264705951,264711415,-,107865884
3,264713535,264715371,-,124896918
3,264746443,264751488,-,107862190
3,264760732,264776801,-,107862189
3,264781849,264792573,+,107862188
3,264796428,264807709,+,107862186
3,264807849,264809908,-,107865883
3,264810978,264811541,+,124896919
3,264818867,264819598,-,107865882
3,264825482,264834643,-,107862185
3,264884410,264888307,+,107862184
3,264921274,264921591,-,107862183
3,264926864,264929808,-,107862180
3,264928924,264943204,-,107864778
3,264948898,264950874,-,107862179
3,264967200,264969192,+,107865880
3,264993735,264994555,-,124897244
3,264994672,264996109,-,107862176
3,265047461,265054579,+,107862172
3,265066154,265066796,-,124896920
3,265069206,265074867,+,107865878
3,265105968,265112721,+,107862171
3,265113443,265117372,-,107862170
3,265119436,265128441,+,107862168
3,265130436,265134115,+,107865876
3,265149182,265158021,+,107862167
3,265158802,265167983,+,107862166
3,265168679,265172677,-,107862165
3,265174035,265177276,+,107865875
3,265197008,265202062,-,107862164
3,265208412,265210281,-,107857850
3,265220173,265221958,+,107862162
3,265250902,265253434,-,107861905
3,265256430,265259101,-,107865831
3,265259755,265266249,+,107861906
3,265267569,265269673,-,107865832
3,265285047,265285722,+,107865833
3,265295142,265295997,+,107864734
3,265342050,265343665,+,107862160
3,265346645,265347907,-,107856152
3,265348952,265350813,+,124897248
3,265363443,265370259,+,107861901
3,265372380,265378303,+,107865830
3,265380659,265387404,+,107864732
3,265388010,265410906,+,107861902
3,265420073,265422089,-,107861903
3,265426065,265430739,-,107861904
3,265445898,265465464,+,107864768
3,265471090,265501188,+,107862145
3,265490404,265503276,+,107861899
3,265503774,265533486,+,107862144
3,265541532,265549984,+,107864769
3,265596930,265600754,+,107865869
3,265605131,265622808,+,107862149
3,265624179,265626369,-,107862150
3,265632733,265640172,-,107862151
3,265641201,265661680,-,107852455
3,265706255,265707929,+,107865872
3,265750293,265765478,-,107862159
3,265770014,265780021,+,107862158
3,265846512,265847302,+,107865871
3,265852960,265854436,-,107865870
3,265854508,265858705,-,107862157
3,265863270,265866958,-,107862156
3,265876815,265894296,-,107862155
3,265899376,265900740,+,107862154
3,265900676,265907133,-,107862152
3,265926143,265927115,+,124897253
3,265933957,265944977,+,107861896
3,265956743,265961922,+,107865828
3,265991607,265994243,+,107861895
3,266002150,266005873,-,107861894
3,266016276,266017947,-,107861893
3,266022679,266026567,+,107861892
3,266026811,266030325,-,107861891
3,266030929,266033870,-,107861889
3,266036528,266040465,-,107861888
3,266049411,266053250,-,107861887
3,266065600,266071102,+,107861885
3,266071628,266085740,-,107861886
3,266086393,266092995,-,107861884
3,266100493,266129453,+,107861882
3,266185587,266189383,+,107861880
3,266207827,266212559,+,107861879
3,266223038,266227634,+,107861878
3,266234406,266240733,+,107861877
3,266241579,266244986,-,107861875
3,266241836,266242891,+,107861876
3,266251305,266252024,-,107864729
3,266256718,266261759,-,107861873
3,266269274,266272563,+,107861872
3,266274720,266281175,+,107861870
3,266281115,266288778,+,107861869
3,266289571,266293294,+,107861868
3,266305804,266308023,-,107865826
3,266311192,266312740,+,107865825
3,266312853,266327409,-,107861867
3,266369419,266371821,+,107861866
3,266394048,266396220,+,107865824
3,266399318,266400943,-,107865823
3,266406378,266412303,+,107861865
3,266413059,266415888,+,124897258
3,266427297,266431701,-,107853964
3,266438446,266443788,+,124896921
3,266464024,266466920,+,107852167
3,266510082,266523738,+,107861863
3,266524245,266526695,-,107865822
3,266529252,266530883,+,107864727
3,266535296,266539003,+,107861862
3,266539927,266540973,-,107865821
3,266548602,266549234,-,107864726
3,266564994,266572298,+,107861860
3,266574154,266579861,+,124896922
3,266580747,266582079,-,107861857
3,266586764,266593619,-,107861856
3,266596748,266598056,-,107864725
3,266642070,266661506,+,107861855
3,266664669,266668951,+,107861854
3,266680714,266682076,-,107864724
3,266689262,266691878,+,107861853
3,266702665,266704497,+,107861852
3,266717147,266722134,+,107861851
3,266732999,266737214,-,107861849
3,266738693,266742891,-,107861848
3,266743810,266750157,-,107865819
3,266751371,266757595,-,107861847
3,266766089,266769470,-,107864723
3,266769798,266776369,-,107861846
3,266777890,266779803,-,107861845
3,266787586,266796056,-,107861843
3,266796838,266800628,+,107861841
3,266801193,266803659,-,107861842
3,266824496,266825418,-,107865818
3,266842831,266847855,+,107861840
3,266851939,266856512,+,107861839
3,266886385,266890526,+,107861838
3,266890642,266897931,-,107861837
3,266898809,266900664,-,107861834
3,266900791,266902670,-,107861835
3,266914149,266923062,+,107861833
3,266924705,266925498,-,107861832
3,266932391,266934564,+,107861831
3,266934721,266939832,-,107861822
3,266939539,266940138,+,107861828
3,266941271,266948715,+,107861824
3,266949310,266950551,-,107861830
3,266953872,266965701,+,107861823
3,266965820,266967308,-,107861829
3,266969026,266978381,+,107861821
3,266980677,266983675,+,107861827
3,267009210,267016042,+,107861820
3,267016528,267020557,-,107861819
3,267022593,267023512,-,107861818
3,267025373,267032679,-,107861816
3,267034420,267043682,-,107861815
3,267061099,267073901,+,107861814
3,267075059,267076389,-,107861813
3,267078075,267078978,+,124897261
3,267079130,267081682,-,107861812
3,267081831,267088201,-,107861811
3,267115964,267120014,-,107861810
3,267128450,267129917,+,107865816
3,267139760,267146455,-,107861808
3,267152354,267154150,-,107865814
3,267154996,267157024,-,107861807
3,267157636,267161610,-,107861806
3,267163710,267165194,-,107865813
3,267174934,267176808,-,107861805
3,267187494,267190426,-,107861804
3,267200823,267209623,+,107861803
3,267209754,267210543,-,107865812
3,267223497,267224584,+,107865811
3,267283153,267284128,-,107861802
3,267291664,267294635,-,107861800
3,267301849,267306587,-,107861799
3,267311126,267312953,+,107865810
3,267313180,267313931,+,107865809
3,267313976,267317562,-,107865807
3,267345230,267355842,+,107861796
3,267357597,267363510,+,107861795
3,267373548,267377422,+,107861794
3,267445494,267452574,+,107864720
3,267453480,267456929,+,124897262
3,267460020,267462491,+,107861793
3,267526041,267532380,+,107865806
3,267541315,267559148,+,107861790
3,267559669,267577950,-,107861788
3,267593518,267596268,+,107861785
3,267596629,267602859,-,107861784
3,267623056,267626800,+,107861786
3,267627411,267633321,-,107861787
3,267643767,267647119,+,107861782
3,267647206,267648290,-,107861783
3,267666849,267668171,-,107865805
3,267688144,267690098,-,107864716
3,267730118,267731033,-,107861779
3,267732314,267736505,-,107861780
3,267736910,267745701,-,107861778
3,267752974,267756775,+,107861777
3,267757234,267760744,+,107861776
3,267760979,267761930,-,107864715
3,267773250,267775429,-,107861775
3,267785219,267789788,-,107861774
3,267822530,267831079,-,107861773
3,267833747,267835535,+,107865802
3,267836335,267840701,+,107861771
3,267848539,267852513,+,107864713
3,267863224,267865504,-,107865801
3,267872114,267881090,-,107861770
3,267930745,267939787,+,107861751
3,267940714,267942568,+,107861752
3,267952320,267953753,+,107861753
3,267978969,267989831,+,107861754
3,267991277,268006119,+,107861755
3,268008326,268018273,-,107861756
3,268019044,268029993,+,107861757
3,268034702,268035655,-,107861758
3,268059416,268065525,+,107861759
3,268065568,268066891,-,124897265
3,268068624,268071381,-,107861762
3,268071996,268079099,-,107861761
3,268081174,268089246,-,124896923
3,268101195,268106737,+,107861763
3,268110129,268111622,-,107861765
3,268112008,268116236,-,107861764
3,268125513,268126507,-,107861747
3,268136398,268140266,+,107861743
3,268140396,268143750,-,107861746
3,268144665,268163213,-,107861745
3,268176920,268179902,-,107864710
3,268185128,268190806,-,107861744
3,268195182,268198752,-,107861742
3,268206205,268217303,+,107861741
3,268248216,268254953,+,107861740
3,268265748,268271219,+,107861739
3,268271661,268275691,-,107861737
3,268277408,268300688,-,107861738
3,268305500,268322774,-,107861736
3,268352630,268364206,+,107861735
3,268369363,268375954,+,107861734
3,268376483,268381914,-,107861733
3,268398863,268400206,+,107861732
3,268404791,268415256,-,107861731
3,268417761,268424011,+,107861730
3,268425741,268433670,+,107861729
3,268454760,268457512,-,107861728
3,268462694,268468570,-,107861727
3,268483613,268487250,+,107861717
3,268499178,268500915,+,107861718
3,268500718,268502284,-,107864709
3,268502425,268506328,-,107861720
3,268511547,268515262,+,107861721
3,268515993,268522508,+,107861722
3,268530708,268535543,+,107861725
3,268537918,268540408,-,107865795
3,268560769,268563895,-,107861726
3,268573654,268574557,+,124897268
3,268584707,268588835,+,107861716
3,268589479,268595222,+,107861714
3,268596410,268604765,+,107861715
3,268627190,268633469,+,107861713
3,268634600,268641087,-,107861711
3,268651434,268665126,+,107861710
3,268668477,268669510,-,107861709
3,268670108,268675928,+,107861708
3,268678895,268684499,+,107861707
3,268687673,268690411,+,107861705
3,268692325,268694729,-,107865794
3,268697475,268699897,-,107861704
3,268711424,268713303,+,107861700
3,268714155,268723877,-,107861702
3,268724021,268728801,-,107861703
3,268732868,268744494,-,107861699
3,268749184,268758944,-,107861698
3,268759203,268760849,+,107864706
3,268767153,268769118,+,107861697
3,268769607,268770698,-,107864705
3,268784574,268786237,+,107861696
3,268805654,268826604,-,107861695
3,268827466,268834074,-,107861694
3,268905341,268915917,+,107861693
3,268917642,268919433,+,107861691
3,268924616,268937428,+,107861690
3,268939086,268947884,+,107861687
3,268948337,268951507,+,107861688
3,268960832,268966442,+,107861686
3,268971272,268976997,-,107861685
3,268980750,268983951,+,107861683
3,268984095,268988169,+,107861858
3,268988630,268990231,-,107861859
3,269017539,269023966,-,107861768
3,269032438,269036857,+,107861766
3,269037248,269040915,-,107861767
3,269088814,269095093,-,107861576
3,269134503,269149634,+,107861578
3,269151946,269155301,+,107861577
3,269161401,269172646,+,107861579
3,269179630,269213212,+,107861580
3,269197170,269199116,-,124897285
3,269214111,269215601,-,107865784
3,269218770,269254822,-,107861583
3,269268952,269272770,+,107861585
3,269273205,269282418,-,107861584
3,269289602,269301091,-,107861587
3,269324762,269336673,+,107861589
3,269339998,269346298,+,107861592
3,269346430,269352744,+,107861593
3,269369187,269374841,-,124897271
3,269414601,269425807,-,107861595
3,269465245,269497058,+,107861597
3,269483372,269486476,-,124896924
3,269503165,269514587,+,107861598
3,269515372,269531423,+,107861599
3,269532015,269535715,-,107861600
3,269537305,269542516,-,107861601
3,269551506,269559880,-,107865785
3,269567105,269569391,+,107865786
3,269570216,269578398,+,107861603
3,269578552,269584103,+,107861604
3,269637440,269645547,+,107861616
3,269664412,269665107,+,107864691
3,269671943,269677102,-,107861618
3,269678362,269681799,-,107861619
3,269696740,269699197,-,107865788
3,269743766,269746339,+,107861621
3,269749023,269750588,+,107861622
3,269757428,269768838,+,107861623
3,269770155,269774424,+,107861624
3,269783923,269791277,-,107861625
3,269792257,269795703,-,107861626
3,269809811,269816432,+,107861628
3,269817485,269823888,-,107861630
3,269824028,269828410,-,107861629
3,269829153,269835228,-,107861631
3,269859526,269861158,+,107861632
3,269861417,269863214,-,107865789
3,269863768,269870865,-,107861633
3,269883239,269883637,+,124896925
3,269886636,269895320,-,107861634
3,269898962,269901274,-,107861637
3,269915720,269916254,-,124896926
3,269925791,269930399,+,107861638
3,269933212,269936378,+,107861639
3,269938471,269946001,+,107861640
3,269946028,269953561,+,107861641
3,269954701,269958500,-,107861642
3,269978062,269979008,+,107861645
3,269979342,269989926,-,107861644
3,270013607,270016307,-,107861646
3,270046828,270047338,+,107864693
3,270049483,270050885,+,107861648
3,270050943,270061311,-,107861647
3,270062195,270071432,-,107861649
3,270075632,270093814,-,107864694
3,270095130,270097983,-,107861650
3,270131303,270134500,-,107861652
3,270148186,270148983,-,124896927
3,270173779,270175506,-,107861654
3,270180383,270181141,-,107864697
3,270192208,270193744,-,107861655
3,270210907,270222597,+,107861656
3,270225505,270230035,+,107865790
3,270248206,270250730,+,107861658
3,270263582,270264899,+,107865791
3,270266846,270269220,+,107861659
3,270268884,270270736,-,107861660
3,270277569,270281459,-,107861661
3,270327367,270338750,+,107861662
3,270360058,270362629,-,107861664
3,270371010,270375464,-,107861665
3,270392137,270394171,+,107861666
3,270416761,270419401,-,107861668
3,270422424,270426624,+,107861671
3,270427125,270429871,-,107861670
3,270433050,270440112,+,107861672
3,270441777,270443197,-,107861673
3,270454074,270463066,-,107861674
3,270474231,270481144,+,107864701
3,270482005,270491132,+,107861675
3,270493441,270497681,+,107861676
3,270506952,270509436,-,107861678
3,270513942,270517182,-,107861679
3,270548209,270550483,+,107861681
3,270554637,270561372,+,107861680
3,270561749,270573357,-,107861682
4,100090,101506,+,124897851
4,124614,136458,-,124897658
4,224273,228766,-,107854469
4,225788,227387,-,124897660
4,245470,249901,-,107874494
4,247617,249547,-,124897661
4,254954,256313,-,124885163
4,256358,265767,-,107874495
4,349359,353604,-,107874499
4,369671,375034,+,107874502
4,369981,373478,+,107874503
4,408685,410897,+,107874501
4,413554,418967,+,124885236
4,413664,414416,+,107868391
4,482544,483692,+,124897663
4,504258,505356,-,107874504
4,516040,520041,-,107874506
4,516245,517558,-,107874505
4,547393,549232,+,124897578
4,557807,564867,+,107868386
4,584436,588105,+,107869886
4,596473,599325,+,107869301
4,600300,600916,+,107869300
4,606765,630773,+,124897664
4,647429,653232,+,124897666
4,649762,655028,+,107868385
4,655413,669021,-,107869298
4,669894,672626,+,107868384
4,670983,671708,+,124897667
4,675063,675431,-,124897668
4,704010,707547,-,107868382
4,714633,718592,+,107869884
4,726731,727562,+,107869297
4,758898,764607,+,107869295
4,764890,770453,-,107871439
4,771617,776225,+,107868504
4,778490,782653,+,107868503
4,782892,791023,-,107868502
4,791558,795413,-,107868501
4,798501,801897,-,107868500
4,816992,820656,+,107868499
4,820857,827508,-,107868498
4,830055,838833,-,107868496
4,841072,848687,+,107868495
4,848520,856431,-,107868494
4,857133,861587,-,107868492
4,865495,870031,-,107868491
4,873068,877416,+,107868490
4,879797,881700,+,107869912
4,882211,887501,-,107868489
4,891354,894503,+,107868488
4,895935,899185,+,107869910
4,899954,903397,+,107868487
4,903613,906309,-,107868486
4,908948,920540,+,107868484
4,920678,923354,+,107868482
4,923456,924241,-,107868483
4,962504,965487,+,107869909
4,965636,967803,+,107869908
4,968375,972718,-,107868481
4,984706,989978,+,107868479
4,990419,996354,-,107868478
4,999839,1007666,-,107868477
4,1009895,1010740,+,107868476
4,1020593,1023854,-,107869367
4,1025691,1030200,-,107868474
4,1032735,1034846,-,107868472
4,1038360,1049143,-,107868471
4,1052535,1061838,+,107868469
4,1070024,1070512,-,107868467
4,1079081,1080995,+,107869907
4,1082007,1089712,-,107868464
4,1105886,1106639,+,124897669
4,1115364,1115936,+,107869363
4,1116673,1127742,+,107868463
4,1142508,1152241,+,107868462
4,1232571,1247065,-,107868461
4,1258363,1262879,+,107868460
4,1270005,1283703,-,107868459
4,1289547,1300694,+,107868457
4,1304705,1313068,+,107868456
4,1316245,1319066,+,107868455
4,1343803,1344794,+,124897582
4,1347944,1355352,-,107868453
4,1393000,1403950,+,107869906
4,1409685,1410491,+,107869361
4,1414708,1415585,-,107869905
4,1429598,1430644,+,107869903
4,1489198,1491851,-,107868451
4,1510140,1513749,-,107868450
4,1517847,1518497,-,124897675
4,1520529,1527986,-,107868448
4,1537088,1538467,-,107859417
4,1574183,1579436,-,107869360
4,1585825,1591506,+,107868447
4,1597922,1617651,+,107868446
4,1620673,1624877,-,107868445
4,1629595,1634742,+,107868444
4,1635571,1637008,-,107869901
4,1637633,1639291,+,124897681
4,1642433,1642978,-,107869358
4,1655616,1656180,-,107868443
4,1657831,1662725,-,107868441
4,1663671,1667618,+,107869900
4,1670958,1678603,-,107868440
4,1715223,1717766,+,107868439
4,1745034,1752916,+,107868437
4,1757822,1764447,+,107868434
4,1758687,1760010,-,107869357
4,1767927,1770493,-,107869356
4,1770642,1776246,-,107868433
4,1785776,1793726,-,107868432
4,1797474,1801159,-,107868430
4,1806300,1832444,+,107868429
4,1839016,1841829,-,107869899
4,1844200,1851334,-,107869898
4,1855227,1863994,+,107868428
4,1866191,1871778,+,107868427
4,1872002,1876316,-,107868426
4,1920256,1921607,+,124897584
4,1933087,1934215,+,124897697
4,1952867,1960146,-,107868412
4,1960814,1963187,-,107868418
4,1965871,1969198,-,107869330
4,1968243,1970118,-,107868414
4,2003855,2012265,+,124897832
4,2015448,2019941,+,107868413
4,2061556,2062788,-,124897833
4,2125967,2137365,+,124897834
4,2139316,2152083,-,124897835
4,2155563,2167961,-,107869337
4,2171113,2171577,+,107869338
4,2171425,2175605,-,107868421
4,2197758,2203419,+,124897586
4,2231013,2236382,-,107868419
4,2287846,2288415,+,124897836
4,2328242,2372652,-,107869323
4,2374514,2375732,-,107869322
4,2410190,2413908,+,124897838
4,2425132,2426270,-,107869321
4,2454155,2455666,-,107869320
4,2455684,2457868,-,107869319
4,2486809,2489961,-,107869892
4,2488655,2490864,-,124885334
4,2526084,2535482,+,107868405
4,2536693,2549032,+,107868404
4,2581346,2585025,+,107863662
4,2591279,2596638,-,107868410
4,2598611,2601855,+,107868411
4,2610991,2616299,-,107868407
4,2622976,2623815,-,124897839
4,2629836,2632550,-,107868406
4,2645455,2647503,-,107869891
4,2667085,2743151,+,107868403
4,2687561,2692504,+,124897590
4,2709860,2725288,+,107868401
4,2762060,2765231,-,107869889
4,2770548,2774371,+,107869890
4,2774955,2778131,-,107869315
4,2778440,2780959,-,107869314
4,2782017,2826537,-,107868399
4,2789743,2797189,-,107868398
4,2843815,2849828,-,107868397
4,2856858,2862403,-,107868396
4,2871435,2879016,+,107857080
4,2886013,2890621,+,107868392
4,2894964,2900446,-,107853188
4,2915972,2916502,+,107853190
4,2940639,2942855,+,107852070
4,2975056,2976223,+,124897593
4,3033417,3034967,+,107853504
4,3042131,3048034,-,107852423
4,3051158,3057188,-,107852422
4,3072974,3075526,+,124897595
4,3080248,3082605,+,107868390
4,3131764,3135457,-,124897843
4,3150492,3163138,-,124897596
4,3167856,3169872,-,107875161
4,3173923,3176718,-,107869277
4,3196583,3197044,-,124897844
4,3211643,3214638,-,107869879
4,3270597,3276790,-,107868375
4,3276157,3276519,-,107869284
4,3279766,3284615,-,107869285
4,3290040,3292004,-,107869287
4,3292548,3293159,-,124897597
4,3293361,3293885,-,124897845
4,3363599,3365256,-,107869288
4,3365574,3366407,-,124897846
4,3375486,3376695,-,107869289
4,3412192,3413440,-,107869290
4,3416179,3420387,+,107868376
4,3474311,3492985,-,107868377
4,3524750,3527122,+,107869272
4,3527217,3541442,-,107868372
4,3528401,3530647,+,107868373
4,3549319,3551964,-,107869878
4,3559812,3567933,-,107868371
4,3570501,3578372,-,107868370
4,3592643,3599230,+,107869877
4,3609297,3609836,+,107869876
4,3616986,3618718,-,107869875
4,3623067,3625929,+,107868369
4,3626452,3628733,-,107868368
4,3644772,3654238,+,107868366
4,3659741,3661432,-,107869271
4,3675372,3680226,-,107868365
4,3684058,3690834,-,107868364
4,3711287,3722448,-,107869268
4,3768462,3772493,-,107868363
4,3802778,3809265,-,107856497
4,3815339,3817553,+,107856495
4,3817919,3822027,-,107856496
4,3908786,3910169,-,107856100
4,3910215,3910748,-,124897847
4,3910268,3911914,-,124897601
4,3972381,3976172,-,107854207
4,4055785,4060270,-,107869264
4,4070298,4074925,-,107869266
4,4073762,4074580,-,124897849
4,4076103,4083510,-,124897850
4,4107013,4115359,-,107869260
4,4155009,4159010,+,107869254
4,4202529,4204386,+,107869261
4,4205062,4206287,+,107869253
4,4313398,4320537,+,107869255
4,4338741,4340314,+,107869248
4,4340007,4342326,+,124897886
4,4351512,4358730,+,124897887
4,4417341,4425464,+,107869259
4,4443023,4445732,+,107869258
4,4471215,4473044,-,107869872
4,4551413,4556011,-,124897888
4,4554460,4557900,-,107868360
4,4558921,4561425,-,124897606
4,4560522,4600008,-,107869245
4,4607972,4608748,-,107869869
4,4609550,4616415,-,124897889
4,4616440,4617836,-,124897890
4,4617915,4640855,-,124897891
4,4669640,4670174,-,124897609
4,4743970,4749295,+,107868354
4,4799574,4803912,-,107868353
4,4840657,4841025,+,107869242
4,4850882,4851208,+,107869240
4,4916737,4917060,+,107869239
4,4943741,4944043,-,107869237
4,4998169,4998624,+,107869868
4,5003265,5004450,+,124897614
4,5250285,5257759,-,107868351
4,5280987,5297818,+,107868350
4,5306501,5311708,+,107868349
4,5316436,5319959,-,107868348
4,5330173,5332116,+,107869234
4,5478829,5480993,-,107869220
4,5550484,5554134,-,107869221
4,5558712,5561250,-,107869223
4,5560918,5562640,-,124885263
4,5580902,5593164,-,107869224
4,5590390,5593000,-,107869225
4,5614167,5629911,-,107869227
4,5648169,5649644,-,107869228
4,5673565,5675323,-,107869233
4,5678924,5683495,-,107868347
4,5726804,5729681,-,124897618
4,5744701,5747240,-,107845075
4,5795020,5798428,-,107843585
4,5798941,5799456,-,124897892
4,5889870,5892250,-,124897893
4,5894712,5895158,+,124897894
4,5895188,5895904,+,124897895
4,5907830,5911944,+,107853371
4,5908111,5908759,+,124897896
4,5917666,5922654,+,107853366
4,5955110,5959084,+,107853245
4,5959442,5963643,+,107853247
4,6022669,6024991,-,124897897
4,6105297,6106944,+,124897898
4,6121856,6122902,+,107853250
4,6123087,6123794,+,107853251
4,6125437,6126211,+,107853252
4,6126397,6128963,+,107853254
4,6190888,6192844,+,107853256
4,6230845,6241080,+,124897899
4,6527196,6529256,-,107854319
4,6591682,6592556,-,107869863
4,6638852,6640274,+,124897900
4,6640455,6641728,+,124897901
4,6641972,6643433,+,107869214
4,6665810,6668451,+,107869217
4,6739647,6742349,+,124897902
4,6832745,6833675,-,124897853
4,6834241,6836676,-,107854114
4,6955237,6959099,-,107869860
4,6964804,6969420,+,107869211
4,6968429,6969149,+,107869861
4,6979012,6981565,+,107869213
4,7639138,7639917,-,107869210
4,7677806,7680479,-,107869209
4,7717148,7718798,+,124897903
4,8498855,8502704,-,107868345
4,8508780,8511227,+,107868344
4,8514060,8521952,-,107868343
4,8523592,8530402,-,107868341
4,8539308,8540354,-,107868340
4,8542722,8552468,-,107868339
4,8619364,8636111,+,107869201
4,8648914,8658576,-,124897621
4,8663864,8668403,+,107868336
4,8671473,8680940,+,107868335
4,8681566,8686306,-,107868334
4,8704523,8710499,-,107869196
4,8735123,8740953,-,107869195
4,8743093,8747942,-,107868333
4,8830004,8840725,+,107868331
4,8847712,8849176,+,107857043
4,8946481,8960850,-,107868330
4,8969436,8978993,+,107868329
4,8998915,9003216,+,107869857
4,9003902,9005100,-,124897626
4,9012520,9019376,+,107868328
4,9022306,9024711,+,107869856
4,9025893,9032891,-,107868327
4,9053769,9064415,+,107868325
4,9076888,9081664,+,107869855
4,9085688,9094290,+,107868324
4,9133827,9137772,+,107853426
4,9139458,9141808,-,124897627
4,9144980,9148603,-,124897628
4,9153493,9159130,-,124897629
4,9170802,9171341,-,107854184
