,CHROM,START,END,STRAND,GENE
5036,2,24096084,24112297,-,Solyc02g021760.3
5037,2,24252455,24252961,-,Solyc02g021770.1
5038,2,24364190,24364736,+,Solyc02g021780.3
5039,2,24411245,24429765,+,Solyc02g021785.1
5040,2,24489988,24490250,+,Solyc02g021800.1
5041,2,24505892,24511242,+,Solyc02g021810.1
5042,2,24541083,24541315,-,Solyc02g022810.3
5043,2,24583506,24618006,+,LOC101264268
5044,2,24620054,24623912,-,Solyc02g022830.3
5045,2,24692461,24694216,-,Solyc02g022850.1
5046,2,24747337,24751016,-,Solyc02g022860.1
5047,2,24752260,24753570,+,LOC101249413
5048,2,24753587,24765475,-,Solyc02g022870.4
5049,2,24808207,24834292,-,Solyc02g022880.1
5050,2,24858704,24861020,+,Solyc02g022890.3
5051,2,24867589,24868217,+,Solyc02g022900.3
5052,2,24881528,24883918,+,Solyc02g022910.4
5053,2,24904988,24906563,+,Solyc02g022920.1
5054,2,24912665,24926727,-,Solyc02g022930.3
5055,2,24952044,24958439,-,LOC104645530
5056,2,24990473,24996161,+,Solyc02g022935.1
5057,2,25031019,25036479,-,Solyc02g023940.3
5058,2,25051648,25052648,-,LOC101250848
5059,2,25060409,25065054,-,Solyc02g023950.3
5060,2,25091664,25104101,-,Solyc02g023970.3
5061,2,25108670,25109600,-,LOC101251137
5062,2,25151439,25161799,+,Solyc02g023980.3
5063,2,25172439,25179097,+,Solyc02g023990.3
5064,2,25187245,25188870,+,Solyc02g024000.4
5065,2,25191655,25201852,-,LOC101267172
5066,2,25254857,25257035,-,LOC104645531
5067,2,25266595,25267511,-,LOC104645532
5068,2,25273675,25274468,+,Solyc02g024010.1
5069,2,25276249,25287225,-,Solyc02g024020.3
5070,2,25311605,25311789,-,Solyc02g024040.1
5071,2,25338876,25342188,-,Solyc02g024045.1
5072,2,25345766,25351412,+,Solyc02g024050.3
5073,2,25386091,25387525,+,Solyc02g024060.3
5074,2,25397692,25403992,+,Solyc02g024070.3
5075,2,25404724,25411033,+,Solyc02g150111.1
5076,2,25448447,25450000,-,Solyc02g026080.2
5077,2,25474210,25478525,+,LOC101268628
5078,2,25511075,25521524,-,Solyc02g027080.2
5079,2,25521648,25527517,-,LOC112940900
5080,2,25532678,25542260,-,LOC101243653
5081,2,25567424,25567517,+,LOC112941027
5082,2,25569602,25573275,-,Solyc02g030080.4
5083,2,25578301,25589313,-,Solyc02g030090.1
5084,2,25594212,25630529,+,Solyc02g030100.4
5085,2,25616023,25645341,+,Solyc02g030110.2
5086,2,25643342,25667229,-,Solyc02g030120.3
5087,2,25679982,25681549,+,Solyc02g030130.4
5088,2,25682716,25683714,-,LOC112940868
5089,2,25683931,25684578,-,LOC112940975
5090,2,25684810,25687581,-,LOC112940869
5091,2,25692412,25693671,-,Solyc02g030133.1
5092,2,25699334,25700820,-,Solyc02g030135.1
5093,2,25699354,25700297,-,LOC112940976
5094,2,25701821,25702967,-,Solyc02g150112.1
5095,2,25733281,25736213,-,Solyc02g030170.4
5096,2,25774770,25775749,+,Solyc02g030190.1
5097,2,25786400,25786572,+,Solyc02g030200.1
5098,2,25787732,25804522,+,Solyc02g030210.4
5099,2,25806155,25807515,-,Solyc02g030220.1
5100,2,25810589,25815479,-,Solyc02g030225.1
5101,2,25824712,25824884,-,Solyc02g030240.1
5102,2,25931536,25938604,-,Solyc02g030243.1
5103,2,25943791,25947326,+,Solyc02g030247.1
5104,2,25948452,25951469,-,Solyc02g030260.2
5105,2,25954634,25955262,-,Solyc02g030270.1
5106,2,25959366,25960446,-,Solyc02g030280.2
5107,2,25960448,25961660,-,Solyc02g030290.1
5108,2,25961855,25967527,+,Solyc02g030300.3
5109,2,25963786,25964876,+,LOC112940902
5110,2,25978472,25982606,-,Solyc02g030310.1
5111,2,25990056,25991284,-,Solyc02g030313.1
5112,2,25996193,25996577,+,Solyc02g030317.1
5113,2,25999306,25999562,-,Solyc02g030330.1
5114,2,26008156,26008550,+,Solyc02g030340.1
5115,2,26012771,26013853,-,Solyc02g030350.1
5116,2,26021293,26022409,+,Solyc02g030360.3
5117,2,26054929,26055565,-,Solyc02g030370.1
5118,2,26067234,26068754,+,Solyc02g030375.1
5119,2,26092846,26093710,+,Solyc02g030380.3
5120,2,26242327,26242647,-,Solyc02g030420.1
5121,2,26293965,26294799,-,LOC104645536
5122,2,26301480,26302308,-,Solyc02g030430.1
5123,2,26355206,26383939,-,Solyc02g030450.3
5124,2,26416649,26418897,-,Solyc02g030460.2
5125,2,26421997,26424806,-,Solyc02g030461.1
5126,2,26464963,26468211,+,Solyc02g030462.1
5127,2,26468502,26469030,+,Solyc02g150113.1
5128,2,26473911,26475463,+,Solyc02g150114.1
5129,2,26660074,26660848,+,Solyc02g030468.1
5130,2,26665247,26669333,+,Solyc02g030480.4
5131,2,26693785,26697920,+,Solyc02g030490.2
5132,2,26725907,26728029,+,Solyc02g030500.1
5133,2,26730079,26730971,+,Solyc02g030510.1
5134,2,26733708,26734020,-,Solyc02g030520.1
5135,2,26741036,26741894,-,Solyc02g030523.1
5136,2,26747820,26749192,-,Solyc02g030525.1
5137,2,26753898,26754690,-,Solyc02g030527.1
5138,2,26763124,26765183,+,LOC112940903
5139,2,26765299,26766944,-,Solyc02g030530.1
5140,2,26803068,26803976,+,Solyc02g030540.2
5141,2,26862117,26862415,-,Solyc02g030550.1
5142,2,26867951,26868103,-,Solyc02g030560.1
5143,2,26883260,26884500,+,Solyc02g030565.1
5144,2,26899541,26899947,+,Solyc02g030580.1
5145,2,26920298,26920560,+,Solyc02g030590.1
5146,2,26959822,26960432,+,Solyc02g030600.2
5147,2,26975410,26976172,+,Solyc02g150115.1
5148,2,26980889,26981497,+,Solyc02g030610.3
5149,2,26986940,26987940,+,Solyc02g030620.1
5150,2,26990876,26991518,+,Solyc02g030625.1
5151,2,27032253,27033327,+,Solyc02g030630.2
5152,2,27037810,27038686,+,Solyc02g030633.1
5153,2,27071727,27072503,+,Solyc02g030637.1
5154,2,27084962,27085188,+,Solyc02g030640.2
5155,2,27085379,27086033,+,Solyc02g030650.1
5156,2,27096912,27097848,+,Solyc02g030660.3
5157,2,27110329,27113200,+,LOC101259206
5158,2,27150080,27150994,-,LOC104645599
5159,2,27173707,27174598,+,LOC109119523
5160,2,27222815,27223492,-,Solyc02g031680.1
5161,2,27246390,27250985,-,Solyc02g031700.3
5162,2,27255194,27256600,-,Solyc02g031710.3
5163,2,27291233,27292804,+,Solyc02g031730.1
5164,2,27318043,27319243,+,Solyc02g031740.3
5165,2,27338886,27343161,+,Solyc02g031750.3
5166,2,27371099,27371713,-,Solyc02g031755.1
5167,2,27375599,27377538,-,LOC112940904
5168,2,27387444,27387634,+,Solyc02g031760.2
5169,2,27390168,27400160,+,Solyc02g031770.4
5170,2,27406293,27406471,-,Solyc02g031780.1
5171,2,27477836,27481549,+,Solyc02g031790.3
5172,2,27487351,27487629,-,Solyc02g031800.1
5173,2,27487721,27487995,-,Solyc02g031810.1
5174,2,27532111,27537931,+,Solyc02g031830.1
5175,2,27554958,27567183,+,Solyc02g031840.3
5176,2,27568394,27568686,-,Solyc02g031850.1
5177,2,27570007,27579281,-,Solyc02g031860.3
5178,2,27629665,27631371,+,Solyc02g031890.3
5179,2,27631861,27643182,-,Solyc02g031910.2
5180,2,27632222,27632500,-,Solyc02g031900.3
5181,2,27657182,27659991,+,Solyc02g031920.4
5182,2,27664194,27666278,+,Solyc02g031930.2
5183,2,27670181,27672187,+,LOC104645547
5184,2,27674692,27696150,-,LOC104645545
5185,2,27675989,27678197,+,Solyc02g031940.3
5186,2,27689761,27691860,+,Solyc02g031950.3
5187,2,27696202,27703893,+,LOC112940905
5188,2,27707470,27708162,+,Solyc02g031960.3
5189,2,27708063,27712842,-,Solyc02g031970.1
5190,2,27718485,27726478,+,Solyc02g031980.3
5191,2,27729882,27730600,+,Solyc02g031985.1
5192,2,27741227,27741775,+,Solyc02g031990.1
5193,2,27746986,27750977,+,Solyc02g032000.1
5194,2,27768958,27769250,-,Solyc02g032010.1
5195,2,27784594,27788003,+,Solyc02g032020.3
5196,2,27791189,27792244,-,LOC109119464
5197,2,27793371,27794689,-,Solyc02g032030.1
5198,2,27811677,27822575,-,Solyc02g032035.1
5199,2,27835389,27836645,+,Solyc02g032040.1
5200,2,27863391,27864752,+,Solyc02g032050.1
5201,2,27920541,27921275,+,Solyc02g032060.1
5202,2,27927638,27928450,+,Solyc02g032080.2
5203,2,27937358,27937744,-,Solyc02g032090.1
5204,2,27959599,27960888,-,LOC101262761
5205,2,27990400,27992278,+,Solyc02g032100.4
5206,2,27991351,27993211,-,LOC112940906
5207,2,28074260,28086438,+,Solyc02g032120.3
5208,2,28115143,28123898,+,Solyc02g032130.1
5209,2,28126952,28127314,+,Solyc02g032140.3
5210,2,28170139,28171314,+,Solyc02g032150.1
5211,2,28220856,28221752,+,Solyc02g032160.1
5212,2,28269983,28271446,-,Solyc02g032170.4
5213,2,28381542,28384178,+,Solyc02g032180.3
5214,2,28392710,28393820,+,Solyc02g032185.1
5215,2,28476669,28476955,+,Solyc02g032190.1
5216,2,28487866,28492232,+,Solyc02g032200.4
5217,2,28492195,28493630,-,Solyc02g032210.1
5218,2,28497357,28498256,-,Solyc02g032220.1
5219,2,28510713,28512608,+,Solyc02g032230.1
5220,2,28524240,28525012,-,Solyc02g032235.1
5221,2,28529939,28531323,-,Solyc02g032240.1
5222,2,28539961,28540175,-,Solyc02g032250.1
5223,2,28546261,28546587,+,Solyc02g032260.1
5224,2,28556596,28557417,-,Solyc02g032270.1
5225,2,28586251,28586715,+,Solyc02g032290.1
5226,2,28599275,28613188,+,Solyc02g032300.3
5227,2,28688567,28689265,+,Solyc02g032310.1
5228,2,28698382,28698590,+,Solyc02g032320.1
5229,2,28698800,28724756,+,Solyc02g032330.3
5230,2,28741038,28750100,+,Solyc02g032340.2
5231,2,28787591,28787775,+,Solyc02g032350.1
5232,2,28837362,28846500,-,LOC101254743
5233,2,28868282,28877484,-,Solyc02g032355.1
5234,2,28885909,28897984,-,Solyc02g032380.3
5235,2,28928614,28930824,-,Solyc02g032410.3
5236,2,28929913,28930163,+,Solyc02g032420.1
5237,2,28962870,28963749,+,LOC109119527
5238,2,28966887,28997775,-,Solyc02g032450.3
5239,2,28992432,29001164,-,Solyc02g032480.3
5240,2,29001923,29003611,-,Solyc02g032490.3
5241,2,29016594,29021195,-,Solyc02g032510.3
5242,2,29035625,29038094,-,Solyc02g032520.1
5243,2,29041653,29045028,+,Solyc02g032523.1
5244,2,29045507,29048332,+,LOC101268730
5245,2,29049347,29050305,-,Solyc02g032527.1
5246,2,29098710,29100517,-,LOC112940871
5247,2,29120760,29121710,+,LOC104645613
5248,2,29129635,29135224,-,Solyc02g032550.3
5249,2,29154130,29158798,-,Solyc02g032555.1
5250,2,29184418,29189950,-,Solyc02g032560.3
5251,2,29217675,29218087,-,Solyc02g032570.1
5252,2,29228973,29232785,-,Solyc02g032580.3
5253,2,29243351,29246455,-,Solyc02g032585.1
5254,2,29277599,29278213,+,Solyc02g032590.1
5255,2,29312587,29313905,+,Solyc02g032600.1
5256,2,29331294,29332296,-,Solyc02g032620.1
5257,2,29364549,29364855,+,Solyc02g032630.2
5258,2,29384224,29391986,+,Solyc02g032650.3
5259,2,29398011,29404532,-,Solyc02g032660.3
5260,2,29427555,29428343,-,Solyc02g032663.1
5261,2,29430019,29431011,-,Solyc02g032667.1
5262,2,29440440,29441374,-,Solyc02g032670.1
5263,2,29458322,29458916,-,Solyc02g032680.2
5264,2,29466999,29467875,-,Solyc02g032690.1
5265,2,29477655,29478585,-,Solyc02g032695.1
5266,2,29494056,29495282,-,Solyc02g032720.3
5267,2,29511525,29544772,-,Solyc02g032730.1
5268,2,29543785,29544709,-,Solyc02g032740.1
5269,2,29589179,29589995,-,Solyc02g032760.1
5270,2,29624154,29624996,-,Solyc02g032770.1
5271,2,29686878,29687092,+,Solyc02g032780.2
5272,2,29714796,29716645,-,Solyc02g032790.2
5273,2,29739073,29739952,-,Solyc02g032800.1
5274,2,29841563,29841793,-,Solyc02g032810.1
5275,2,29843829,29860134,+,Solyc02g032820.3
5276,2,29862236,29862680,-,Solyc02g032830.3
5277,2,29866656,29867902,+,LOC104645564
5278,2,29871495,29872688,-,LOC104644285
5279,2,29874279,29874350,+,TRNAG-UCC
5280,2,29879665,29880711,-,Solyc02g032840.1
5281,2,29885765,29885836,+,Solyc02g032845.1
5282,2,29901473,29911748,+,Solyc02g032850.3
5283,2,29913915,29916444,+,Solyc02g032860.3
5284,2,29920183,29923252,+,Solyc02g032870.4
5285,2,29928919,29931132,-,LOC104645618
5286,2,29941025,29941731,+,Solyc02g032910.3
5287,2,29943405,29949928,+,Solyc02g032920.3
5288,2,29952994,29958907,+,Solyc02g032930.3
5289,2,29959439,29965176,-,Solyc02g032940.4
5290,2,29971559,29973806,-,Solyc02g032950.3
5291,2,30004001,30025213,+,Solyc02g032960.2
5292,2,30013865,30057321,+,Solyc02g032970.4
5293,2,30046114,30046490,-,Solyc02g032980.1
5294,2,30063420,30063846,+,Solyc02g032990.1
5295,2,30091741,30092349,+,Solyc02g033020.1
5296,2,30147338,30148172,-,Solyc02g033030.3
5297,2,30157072,30159748,-,Solyc02g033035.1
5298,2,30184376,30188189,+,LOC112940909
5299,2,30193550,30194950,+,Solyc02g033050.3
5300,2,30206195,30206961,+,Solyc02g033055.1
5301,2,30208776,30212400,-,Solyc02g033060.3
5302,2,30212605,30214299,+,Solyc02g033070.1
5303,2,30216826,30218052,-,Solyc02g033080.2
5304,2,30222170,30222334,-,Solyc02g033090.1
5305,2,30312010,30313814,-,Solyc02g033100.3
5306,2,30370760,30377727,-,Solyc02g033110.3
5307,2,30415474,30419230,-,Solyc02g033120.3
5308,2,30588740,30592240,-,Solyc02g036130.3
5309,2,30625940,30630326,-,Solyc02g036140.1
5310,2,30674460,30687218,-,LOC104645568
5311,2,30698242,30698408,+,Solyc02g036160.1
5312,2,30699482,30702846,-,Solyc02g036170.3
5313,2,30710450,30710862,-,Solyc02g036180.1
5314,2,30717313,30720687,-,Solyc02g036185.1
5315,2,30725429,30725607,+,Solyc02g036190.1
5316,2,30747204,30750538,-,Solyc02g036200.1
5317,2,30788302,30789122,-,LOC104645625
5318,2,30808625,30809391,-,Solyc02g036210.1
5319,2,30831630,30833068,-,Solyc02g036215.1
5320,2,30842404,30842816,-,Solyc02g036220.1
5321,2,30856898,30861918,-,Solyc02g036230.3
5322,2,30869819,30870231,-,Solyc02g036240.1
5323,2,30873533,30876545,-,Solyc02g036250.1
5324,2,30909557,30910249,-,LOC112940875
5325,2,30923102,30925395,-,LOC112940910
5326,2,30932440,30933499,-,LOC112940876
5327,2,30946007,30954108,-,Solyc02g036260.4
5328,2,30959251,30965592,+,Solyc02g036270.4
5329,2,30963376,30966684,+,Solyc02g036280.3
5330,2,30965894,30974668,-,Solyc02g036300.3
5331,2,30967568,30969156,+,Solyc02g036290.4
5332,2,30972041,30973257,-,Solyc02g036310.4
5333,2,30977979,30978161,+,Solyc02g036320.2
5334,2,30985156,31001489,-,Solyc02g036330.3
5335,2,31052716,31054825,+,Solyc02g036350.3
5336,2,31057026,31059535,-,Solyc02g036360.1
5337,2,31082630,31085427,-,Solyc02g036370.3
5338,2,31149956,31167191,+,Solyc02g036380.3
5339,2,31170758,31174988,+,Solyc02g036390.1
5340,2,31186932,31187600,+,LOC109119471
5341,2,31240546,31244745,+,Solyc02g036430.2
5342,2,31245021,31249383,-,Solyc02g036440.3
5343,2,31266475,31266979,-,LOC104645572
5344,2,31267825,31273517,-,Solyc02g036450.3
5345,2,31283371,31285486,+,LOC101262874
5346,2,31283415,31285563,+,Solyc02g036460.3
5347,2,31285491,31290675,-,Solyc02g036470.4
5348,2,31317637,31318669,-,Solyc02g036480.1
5349,2,31355010,31355456,-,LOC104645574
5350,2,31387464,31389749,-,Solyc02g037490.1
5351,2,31443216,31445187,+,Solyc02g037500.1
5352,2,31450854,31467204,-,Solyc02g037510.3
5353,2,31525939,31536745,+,Solyc02g037530.3
5354,2,31545588,31561482,+,Solyc02g037540.3
5355,2,31556785,31557563,-,Solyc02g037545.1
5356,2,31566210,31569914,-,Solyc02g037550.3
5357,2,31570190,31574084,-,Solyc02g037555.1
5358,2,31615402,31621178,-,LOC112940912
5359,2,31634932,31639659,-,Solyc02g037590.3
5360,2,31678292,31683653,+,Solyc02g150116.1
5361,2,31696589,31699316,+,Solyc02g038640.3
5362,2,31728335,31735146,+,Solyc02g038650.1
5363,2,31736401,31742393,+,Solyc02g038660.3
5364,2,31750603,31757599,+,Solyc02g038670.3
5365,2,31791709,31797921,+,Solyc02g038680.1
5366,2,31798592,31799168,-,LOC101264987
5367,2,31798651,31799055,-,Solyc02g038690.1
5368,2,31827193,31828662,-,LOC112940980
5369,2,31860730,31866338,-,Solyc02g038700.3
5370,2,31880213,31880889,-,Solyc02g038705.1
5371,2,31916269,31917144,-,Solyc02g038720.2
5372,2,31921888,31922486,+,Solyc02g038723.1
5373,2,31942616,31946934,+,Solyc02g038727.1
5374,2,31964757,31964828,+,TRNAK-UUU
5375,2,31968074,31971198,-,Solyc02g038740.4
5376,2,31989085,31995141,-,Solyc02g038750.3
5377,2,32016442,32021191,+,Solyc02g038760.4
5378,2,32021038,32022116,-,Solyc02g038770.1
5379,2,32044188,32045360,+,Solyc02g038790.3
5380,2,32282679,32285103,+,Solyc02g038800.1
5381,2,32300540,32302830,+,Solyc02g038801.1
5382,2,32313915,32320659,-,Solyc02g038802.1
5383,2,32341262,32344457,+,Solyc02g038803.1
5384,2,32346619,32351163,-,Solyc02g038804.1
5385,2,32378756,32388359,+,LOC101259140
5386,2,32415837,32416882,-,Solyc02g038805.1
5387,2,32482935,32489809,-,Solyc02g038806.1
5388,2,32556626,32562068,+,Solyc02g038807.1
5389,2,32569307,32576380,-,Solyc02g038808.1
5390,2,32596680,32599130,-,Solyc02g038809.1
5391,2,32600355,32605842,+,Solyc02g038810.1
5392,2,32623109,32623222,+,Solyc02g038811.1
5393,2,32626701,32637839,-,LOC112940915
5394,2,32651811,32654225,+,LOC101253878
5395,2,32654053,32675848,-,Solyc02g038812.1
5396,2,32686675,32690497,-,Solyc02g038813.1
5397,2,32701861,32705831,-,Solyc02g038814.1
5398,2,32718835,32723193,+,Solyc02g038815.1
5399,2,32730816,32733066,+,Solyc02g038816.1
5400,2,32766028,32770094,+,Solyc02g038817.1
5401,2,32804754,32819181,+,Solyc02g038818.1
5402,2,32841523,32843417,+,LOC104645250
5403,2,32918055,32931511,+,Solyc02g038819.1
5404,2,32958087,32961187,-,Solyc02g038820.1
5405,2,33238625,33239771,-,Solyc02g038825.1
5406,2,33293049,33293641,-,Solyc02g060560.1
5407,2,33312357,33326853,-,Solyc02g060570.1
5408,2,33366574,33369374,-,Solyc02g060580.3
5409,2,33383480,33385628,-,Solyc02g060585.1
5410,2,33390285,33391949,-,Solyc02g060590.2
5411,2,33419934,33423872,-,Solyc02g060595.1
5412,2,33427922,33430140,-,Solyc02g060600.1
5413,2,33456729,33458943,+,Solyc02g060605.1
5414,2,33485829,33486265,-,Solyc02g061600.1
5415,2,33499653,33500335,+,Solyc02g061605.1
5416,2,33514326,33514884,-,Solyc02g061610.1
5417,2,33529537,33537959,-,Solyc02g061620.2
5418,2,33549908,33555306,-,LOC101259913
5419,2,33557927,33560271,-,LOC112940981
5420,2,33560846,33563187,-,Solyc02g061630.1
5421,2,33581940,33584741,-,Solyc02g061640.2
5422,2,33590810,33593340,-,Solyc02g061650.3
5423,2,33615296,33617425,-,Solyc02g061660.1
5424,2,33643323,33647269,-,Solyc02g061665.1
5425,2,33649295,33653562,-,Solyc02g061670.1
5426,2,33675377,33677366,-,Solyc02g061680.3
5427,2,33697733,33698769,+,Solyc02g061690.2
5428,2,33703461,33706533,+,Solyc02g061700.1
5429,2,33726017,33730769,-,Solyc02g061710.2
5430,2,33749548,33751600,-,Solyc02g061720.3
5431,2,33760220,33761535,+,LOC101257535
5432,2,33773191,33776415,-,Solyc02g061730.2
5433,2,33784521,33787075,-,Solyc02g061740.3
5434,2,33786923,33787351,+,Solyc02g061750.1
5435,2,33787321,33790154,-,LOC109118693
5436,2,33793440,33800572,-,Solyc02g061760.4
5437,2,33819985,33828134,-,Solyc02g061770.4
5438,2,33833727,33835499,+,CHI14
5439,2,33840187,33842387,-,Solyc02g061780.3
5440,2,33850491,33853715,+,Solyc02g061790.4
5441,2,33855923,33857296,+,Solyc02g061800.2
5442,2,33859677,33869107,-,Solyc02g061810.3
5443,2,33888868,33893268,-,Solyc02g061820.4
5444,2,33893380,33896932,+,Solyc02g061825.1
5445,2,33899003,33904005,-,Solyc02g061840.3
5446,2,33908694,33918676,-,Solyc02g061850.4
5447,2,33941142,33941696,+,Solyc02g061860.1
5448,2,33970178,33970836,-,Solyc02g061870.1
5449,2,33982996,33983252,-,Solyc02g061880.1
5450,2,33983354,33983584,-,Solyc02g061890.1
5451,2,33984269,33985183,-,Solyc02g061900.1
5452,2,34000349,34002877,-,Solyc02g061910.1
5453,2,34021899,34021972,-,TRNAI-AAU
5454,2,34023442,34024611,+,Solyc02g061920.2
5455,2,34033711,34037186,-,Solyc02g061940.4
5456,2,34037440,34041397,-,Solyc02g061950.4
5457,2,34046746,34052742,+,Solyc02g061960.3
5458,2,34063194,34070916,+,Solyc02g061980.3
5459,2,34102167,34103735,+,Solyc02g061990.3
5460,2,34120798,34128134,-,Solyc02g062000.4
5461,2,34132056,34138709,+,Solyc02g062010.1
5462,2,34139215,34139621,-,Solyc02g062015.1
5463,2,34146529,34151605,-,Solyc02g062020.3
5464,2,34156321,34158558,+,Solyc02g062030.1
5465,2,34158483,34160993,-,Solyc02g062040.3
5466,2,34177079,34177669,-,Solyc02g062045.1
5467,2,34180606,34181211,-,Solyc02g062050.3
5468,2,34187563,34188183,+,Solyc02g062060.1
5469,2,34194801,34195828,+,Solyc02g062070.2
5470,2,34199298,34200078,+,Solyc02g062080.1
5471,2,34213425,34214215,+,Solyc02g062090.1
5472,2,34214507,34220502,-,Solyc02g062100.4
5473,2,34222302,34235702,-,Solyc02g062110.4
5474,2,34236339,34244131,-,Solyc02g062120.3
5475,2,34246774,34250214,-,Solyc02g062130.4
5476,2,34251358,34253716,-,Solyc02g062140.2
5477,2,34257008,34257080,+,TRNAR-ACG
5478,2,34257566,34260260,-,Solyc02g062150.3
5479,2,34277365,34278063,-,Solyc02g062160.1
5480,2,34283329,34284470,+,Solyc02g062170.3
5481,2,34284643,34289026,-,Solyc02g062180.3
5482,2,34319208,34321516,+,Solyc02g062190.2
5483,2,34333850,34334692,+,Solyc02g062195.1
5484,2,34335340,34337050,-,Solyc02g062200.1
5485,2,34341235,34342359,+,Solyc02g062210.3
5486,2,34345849,34346701,-,Solyc02g062220.2
5487,2,34369714,34370445,-,Solyc02g062230.1
5488,2,34390618,34396879,-,Solyc02g062240.3
5489,2,34398182,34403708,+,Solyc02g062250.3
5490,2,34408450,34408992,+,Solyc02g062255.1
5491,2,34414398,34422851,+,Solyc02g062290.2
5492,2,34415592,34416458,-,Solyc02g062280.3
5493,2,34425912,34429671,-,Solyc02g062300.3
5494,2,34442766,34443164,+,Solyc02g062310.1
5495,2,34447091,34447776,+,Solyc02g062313.1
5496,2,34455174,34463608,+,Solyc02g062317.1
5497,2,34483165,34484473,+,Solyc02g062320.3
5498,2,34484742,34489754,-,Solyc02g062330.3
5499,2,34493828,34496136,-,Solyc02g062340.3
5500,2,34497898,34502616,-,Solyc02g062350.3
5501,2,34502681,34502753,+,TRNAE-CUC
5502,2,34513959,34526508,+,Solyc02g062370.4
5503,2,34527505,34530769,-,Solyc02g062380.3
5504,2,34531718,34533323,+,Solyc02g062390.3
5505,2,34543747,34546688,+,Solyc02g062400.3
5506,2,34549193,34550282,-,Solyc02g062410.2
5507,2,34567652,34570970,+,Solyc02g062420.4
5508,2,34571206,34581866,+,Solyc02g062430.3
5509,2,34583662,34587345,+,Solyc02g062435.1
5510,2,34617071,34619536,+,Solyc02g062460.4
5511,2,34702292,34709974,+,Solyc02g062490.4
5512,2,34717973,34722048,+,Solyc02g062500.3
5513,2,34730193,34730835,+,Solyc02g062505.1
5514,2,34745584,34746373,-,LOC112940982
5515,2,34747137,34749480,-,Solyc02g062510.3
5516,2,34750514,34761933,-,Solyc02g062520.3
5517,2,34765772,34768190,-,Solyc02g062530.3
5518,2,34786812,34787566,+,Solyc02g062535.1
5519,2,34791477,34796422,-,Solyc02g062540.3
5520,2,34820605,34823016,-,Solyc02g062550.3
5521,2,34823238,34831559,-,Solyc02g062560.3
5522,2,34839770,34840624,+,Solyc02g062565.1
5523,2,34843425,34846979,+,Solyc02g062570.4
5524,2,34847306,34850921,+,Solyc02g062580.3
5525,2,34855146,34857338,-,Solyc02g062590.3
5526,2,34862279,34870186,-,Solyc02g062600.3
5527,2,34871791,34876735,-,Solyc02g062610.3
5528,2,34889149,34889831,+,Solyc02g062615.1
5529,2,34895233,34912219,-,Solyc02g062620.3
5530,2,34919296,34922636,-,Solyc02g062630.1
5531,2,34929191,34935654,+,Solyc02g062640.4
5532,2,34935700,34938179,-,Solyc02g062650.3
5533,2,34937908,34938288,-,Solyc02g062660.2
5534,2,34943905,34947396,+,Solyc02g062670.3
5535,2,34948563,34951873,-,Solyc02g062680.3
5536,2,34957261,34958863,-,Solyc02g062690.3
5537,2,34974191,34981749,+,Solyc02g062700.3
5538,2,34990854,34992789,+,Solyc02g062710.1
5539,2,35001284,35003508,+,LOC112940916
5540,2,35016613,35025603,-,Solyc02g062720.4
5541,2,35039804,35044512,+,Solyc02g062725.1
5542,2,35049915,35063536,+,Solyc02g062740.3
5543,2,35071236,35075725,+,Solyc02g062750.4
5544,2,35084537,35085802,+,Solyc02g062760.4
5545,2,35095096,35096754,-,Solyc02g062770.2
5546,2,35100310,35100381,+,TRNAE-UUC
5547,2,35100951,35111760,-,Solyc02g062780.4
5548,2,35121149,35124433,-,LOC101265796
5549,2,35122374,35125582,-,Solyc02g062790.3
5550,2,35124856,35130135,-,Solyc02g062800.2
5551,2,35136781,35149296,+,Solyc02g062810.4
5552,2,35149276,35157394,+,Solyc02g062813.1
5553,2,35159353,35162339,+,Solyc02g062815.1
5554,2,35205411,35207149,+,Solyc02g062817.1
5555,2,35227813,35231267,+,Solyc02g062830.2
5556,2,35263704,35267700,+,Solyc02g062840.1
5557,2,35333007,35333345,-,Solyc02g062850.3
5558,2,35340230,35342112,-,Solyc02g062860.3
5559,2,35352523,35354409,+,Solyc02g062870.3
5560,2,35357985,35358341,-,Solyc02g062880.1
5561,2,35380520,35382904,-,Solyc02g062890.3
5562,2,35392979,35394635,-,Solyc02g062910.3
5563,2,35397736,35398406,-,Solyc02g062915.1
5564,2,35405651,35415118,+,Solyc02g062920.3
5565,2,35417139,35423554,+,LOC104645968
5566,2,35428896,35432455,+,Solyc02g062940.3
5567,2,35435426,35445353,-,Solyc02g062950.3
5568,2,35449473,35449873,-,Solyc02g062953.1
5569,2,35449775,35454015,-,Solyc02g062957.1
5570,2,35472034,35474089,-,Solyc02g062960.4
5571,2,35494737,35501511,+,Solyc02g150123.1
5572,2,35503437,35513562,+,Solyc02g062970.3
5573,2,35516963,35517669,-,Solyc02g062990.1
5574,2,35540530,35542491,+,LOC104645967
5575,2,35564574,35566327,-,Solyc02g063000.4
5576,2,35571547,35572761,-,LOC104645966
5577,2,35575463,35577994,-,Solyc02g063010.3
5578,2,35588218,35590635,+,Solyc02g063020.3
5579,2,35590828,35590899,-,TRNAD-GUC
5580,2,35592931,35596859,-,Solyc02g063030.4
5581,2,35612326,35641362,+,Solyc02g063050.3
5582,2,35643623,35648757,-,Solyc02g063060.4
5583,2,35659981,35666803,-,Solyc02g063070.3
